game_id,answer,nearby_1,nearby_2,nearby_3,nearby_4,nearby_5,nearby_6,nearby_7,nearby_8,nearby_9,nearby_10
612,jewelry,necklaces,jewelries,jewelers,jeweler,earrings,necklace,jewels,gemstones,antiques,handbags
613,reputation,reputations,credibility,repute,renown,prestige,stature,image,credentials,notoriety,creditability
614,sanction,sanctioning,sanctioned,punishment,censure,punishments,sanctions,reprimand,suspension,penalties,punish
615,worth,valued,costing,smackeroos,value,worthwhile,worthless,invested,totaling,amounting,dollars
616,conclude,concluded,concluding,concludes,conclusion,surmise,presume,begin,commence,proceed,infer
617,sir,maam,sirs,replied,mister,sonny,amit,retorted,drawled,yes,righto
618,legislative,legislature,lawmaking,legislators,lawmakers,congressional,legislatures,senate,statehouse,political,legislation
619,loud,noisy,loudly,deafening,loudest,muffled,blaring,louder,boisterous,audible,noise
620,brand,brands,branding,branded,rebrand,product,nonbranded,marketing,products,mixability,marketed
621,car,vehicle,cars,truck,scooter,sedan,motorcycle,van,vehicles,motorbike,bike
622,nervous,apprehensive,anxious,jumpy,jittery,antsy,scared,nerves,nervousness,worried,uneasy
623,chocolate,chocolates,caramel,caramels,candy,candies,nougat,macaroons,choco,cheesecake,dessert
624,secret,secrets,clandestine,secretive,secretly,secrecy,covert,confidential,hidden,spies,spy
625,illegal,unlawful,illicit,unauthorized,illegally,illegality,prohibited,improper,unethical,unlicensed,immoral
626,destination,destinations,locale,mecca,hub,location,gateway,stopover,attractions,route,haven
627,saving,save,saved,saver,conserving,savings,wasting,rescuing,saves,prolonging,economizing
628,million,billion,billon,mn,percent,estimated,mil,total,bn,roughly,trillion
629,closely,keenly,intensively,diligently,attentively,carefully,intently,vigilantly,avidly,collaboratively,tightly
630,handsome,hunky,charming,dapper,debonair,rakish,suave,gorgeous,plump,charmer,blond
631,consequence,result,consequences,corollary,consequent,implication,resulting,repercussion,upshot,repercussions,consequently
632,reply,replying,replies,rejoinder,answer,replied,query,retort,riposte,response,rebuttal
633,communication,communications,intercommunication,communicating,communicate,interaction,communicative,communicators,coordination,connectivity,intercommunications
634,dimension,element,dimensions,facet,aspect,piquancy,twist,perspective,impetus,profoundness,context
635,widow,wife,widower,mother,widows,niece,husband,daughter,aunt,granddaughter,grandmother
636,pile,piles,heap,piled,piling,heaps,stack,mounds,stacks,stacked,crumpled
637,chronic,acute,debilitating,rheumatoid,persistent,confusional,arthritis,afflicted,symptom,osteoarthritis,myotonia
638,discuss,discussed,discussing,talk,discusses,examine,explore,convene,speak,brainstorm,mull
639,institutional,institutions,institutionally,investment,institution,individual,fiduciary,brokers,institutionalized,equity,trusteeships
640,division,divisions,divisional,unit,segment,category,nondivision,directorate,team,subsidiary,reorganizing
641,elsewhere,where,wherever,locales,neighboring,places,faraway,someplace,other,outside,parts
642,rest,remainder,entire,whole,recuperate,the,just,back,all,next,remaining
643,nature,natures,inherently,intangibility,interiority,impermanent,anthropocentrism,extent,vagary,limitlessness,unknowability
644,determine,determining,ascertain,assess,determines,evaluate,decide,examine,calculate,determined,assessing
645,attendance,attendances,turnout,turnouts,attending,attended,attend,participation,sellout,sellouts,crowd
646,set,setting,sets,broke,breaking,pushed,put,established,gearing,picked,broken
647,violence,bloodshed,violent,lawlessness,killings,unrest,violences,brutality,assaults,crime,femicide
648,effect,impact,effects,impacts,implications,affect,consequences,enacted,effected,consequence,ramifications
649,symbol,symbols,emblem,symbolizes,symbolize,symbolized,symbolizing,emblems,signifier,embodiment,icon
650,whole,entire,basically,really,rest,everybody,just,this,definitely,heck,kind
651,consult,consulted,advise,consults,liaise,inform,consultations,consultation,consider,notify,instruct
652,midst,throes,amidst,mired,aftermath,embroiled,witnessing,spite,wake,precipitated,experiencing
653,fan,fans,fandom,fanatic,devotee,diehard,supporter,follower,hater,aficionado,rooter
654,till,until,untill,til,uptill,onwards,wef,forenoon,thereafter,babu,bhavan
655,till,until,untill,til,uptill,onwards,wef,forenoon,thereafter,babu,bhavan
656,review,reviewed,reviewing,reviews,evaluation,assessment,examine,scrutinize,evaluate,audit,evaluations
657,retain,retaining,maintain,retained,retains,regain,reclaim,preserve,recapture,relinquish,lose
658,cake,cakes,cupcakes,dessert,cheesecake,frosting,cupcake,brownies,pie,pastry,gateau
659,brilliant,superb,marvelous,splendid,terrific,masterful,magnificent,dazzling,brilliantly,brilliance,scintillating
660,entrance,entrances,entranceway,entryway,gate,archway,walkway,courtyard,gates,plaza,doorway
661,final,penultimate,second,first,fourth,finals,third,next,sixth,preliminary,semifinal
662,brutal,savage,vicious,merciless,horrific,brutally,gruesome,ruthless,cruel,horrendous,ferocious
663,average,averages,per,averaged,percentage,avg,percent,total,averaging,lowest,ratio
664,statistical,statistics,statisticians,stats,statistically,mathematical,econometric,stat,analysis,numerical,statistic
665,settlement,settlements,agreement,lawsuit,settle,plaintiffs,settled,litigation,mediation,accord,revocatory
666,spell,spells,spelled,stint,reign,spelling,sojourn,hatful,hammering,stints,snicking
667,unlikely,likely,doubtful,inconceivable,expected,improbable,plausible,reluctant,loath,impossible,conceivably
668,remain,remained,remains,stay,stayed,stays,still,persist,continue,keep,be
669,speech,speeches,remarks,oration,peroration,sermon,lecture,eulogy,homily,oratory,keynote
670,thread,threads,purls,purling,threading,purl,fabric,tapestry,weave,bobbins,stitch
671,kneel,knelt,kneeling,kneeled,pray,kneels,sit,stare,genuflect,crouched,kissed
672,flow,flows,flowing,flowed,inflow,outflow,pumping,trickle,inflowing,seep,stream
673,retire,retiring,retires,retirement,retired,quit,resign,resigning,retirements,quits,quitting
674,terrorist,terror,terrorists,terrorism,extremist,militant,extremists,terroristic,insurgent,counterterrorism,plotters
675,cattle,livestock,cows,sheep,calves,hogs,heifers,lambs,herds,weaners,feedlot
676,majority,minority,plurality,majorities,overwhelmingly,thirds,proportion,vote,outvoting,bulk,pluralities
677,yes,yeah,nope,yea,oh,siree,hey,suppose,guess,dunno,honestly
678,dirt,gravel,caliche,mud,spadeful,sand,asphalt,blacktop,macadam,sandy,rutty
679,catalog,catalogs,discography,backlist,collection,cataloger,discographies,clothbound,bibliography,songbook,cataloging
680,remove,removed,removing,removal,removes,eliminate,rid,dislodge,banish,expel,dismantle
681,purpose,purposes,objective,purposed,intended,aim,rationale,meant,intention,intent,justification
682,supervisor,supervisors,technician,manager,foreman,administrator,inspector,clerk,coordinator,director,superintendant
683,mysterious,enigmatic,mystery,sinister,mystical,strange,shadowy,ghostly,unexplained,mysteriously,supernatural
684,locate,locating,identify,retrieve,find,pinpoint,apprehend,trace,location,locates,locator
685,stimulate,stimulating,spur,stimulates,stimulated,invigorate,reinvigorate,catalyze,encourage,revitalize,rejuvenate
686,faith,belief,devoutness,religion,beliefs,faithfulness,spirituality,humility,prayerfulness,lovingkindness,scripturally
687,marriage,marriages,matrimony,marry,marrying,divorce,married,marital,wed,divorced,remarriage
688,unemployment,jobless,joblessness,unemployed,employment,underemployment,incomes,wages,economy,economic,unemployability
689,flip,flips,flipping,flipped,switch,toggle,turn,scrolling,slide,spins,frontwards
690,starter,starters,pitcher,reliever,righty,quarterback,hurler,lefty,rookie,redshirted,rotation
691,credibility,creditability,legitimacy,reputation,integrity,objectivity,veracity,reputations,prestige,believability,impartiality
692,pop,rock,singer,pops,rap,songstresses,crooner,twanger,rockers,songstress,popper
693,be,being,tobe,are,have,should,been,remain,were,is,probably
694,left,leaving,leave,leaves,returned,right,departed,limped,went,remaining,empty
695,condemn,denounce,condemning,condemned,deplore,condemns,repudiate,criticize,deplored,denouncing,decry
696,extraordinary,incredible,exceptional,remarkable,unprecedented,astonishing,astounding,amazing,unbelievable,unusual,enormous
697,replace,replacing,replacement,replaced,replaces,replacements,supplant,fill,successor,displace,refurbish
698,grave,graves,cemetery,gravest,graveyard,burial,cemeteries,tomb,footstone,gravestone,serious
699,consider,considering,contemplate,reconsider,recommend,considered,propose,ponder,contemplating,considers,mull
700,suspect,suspects,assailant,victim,robber,suspected,perpetrator,accomplice,detectives,man,police
701,side,sides,flank,corner,opposite,front,flanks,sider,corners,unfavoured,flip
702,radical,extremist,fundamentalist,reactionary,radicals,anticapitalist,doctrinaire,revolutionary,radicalism,progressive,drastic
703,haul,hauls,hauling,hauled,fleet,carting,distances,truckload,stash,distance,term
704,greatest,biggest,finest,best,strongest,great,hugest,proudest,worst,ultimate,scariest
705,soft,softer,softest,squishy,weak,softness,cushiony,softened,softening,softish,rubbery
706,instruct,instructing,instructs,instructed,teach,advise,inform,exhort,supervise,admonish,instructions
707,relatively,comparatively,fairly,remarkably,surprisingly,comparably,exceedingly,unusually,very,generally,quite
708,lemon,lemons,apricot,zested,cucumber,lemony,tarragon,vinaigrette,grenadine,frangipane,avocado
709,cognitive,cognition,attentional,psychomotor,sensorimotor,neuropsychological,perceptual,cognitively,neuromotor,neurobiological,auditory
710,cast,casts,casting,casted,actors,uncast,filmographies,ensemble,understudies,costars,miscasting
711,dog,dogs,puppy,pooch,cat,beagle,pup,canines,chihuahua,pet,schnauzer
712,go,come,goes,gone,going,get,went,do,sit,stay,take
713,tip,tips,tipped,tipping,tipster,scoop,tipoff,tipoffs,snip,tipsters,fingertip
714,your,you,yourself,yours,my,our,youre,yourselves,someones,their,bucko
715,order,orders,ordering,ordered,necessary,directive,injunction,must,directives,forthwith,need
716,split,splitting,splits,divided,divide,dividing,breakup,divides,separated,separation,separating
717,photograph,photo,photographs,pictures,photos,picture,photographed,portrait,images,photographer,photographic
718,friend,pal,friends,buddy,acquaintance,cousin,girlfriend,colleague,uncle,roommate,aunt
719,drill,drilling,drilled,drills,drillings,trenching,geophysical,exploration,perforate,magnetometric,redrill
720,lose,losing,lost,loses,loosing,squander,regain,looses,suffer,deprive,forfeiting
721,steal,stole,stealing,pilfer,rob,swiped,snatch,stolen,pilfered,grab,purloin
722,supermarket,grocery,supermarkets,grocer,deli,store,hypermarket,drugstore,grocers,bakery,delicatessen
723,arrange,arranged,arranging,organize,arranges,prearrange,coordinate,reschedule,obtain,orchestrate,facilitate
724,revolution,revolutions,revolutionary,revolutionaries,revolt,counterrevolution,uprisings,uprising,renaissance,revolts,upheavals
725,oh,hey,uh,ah,umm,um,oops,eh,yeah,ya,huh
726,nurse,nurses,midwife,nursing,doctor,medic,radiographer,phlebotomist,anesthetist,pharmacist,paramedic
727,age,aged,ages,older,younger,olds,adulthood,forties,adult,young,puberty
728,false,bogus,phony,falsely,misleading,fraudulent,untrue,erroneous,inaccurate,fictitious,fake
729,cup,cups,jug,cupfuls,demitasse,cafetiere,spoon,tablespoonful,bottle,cupful,mug
730,embrace,embracing,embraced,embraces,adopt,accept,recognize,embody,acknowledge,trailblaze,forsake
731,movement,movements,revolution,activism,liberationist,liberation,abolitionism,liberatory,uprising,stirrings,marches
732,memory,memories,remembering,remembrance,recollection,recollections,legacy,reminiscence,brain,circuitry,uncorrectable
733,learning,teaching,learn,reteaching,teach,learners,lifeskills,learner,unlearning,taught,classroom
734,denial,denials,rejection,denying,obfuscation,deny,ignorance,refusal,misguidance,disavowal,unawareness
735,church,congregation,churches,parishioners,congregations,parish,congregational,pastor,pastors,diocese,chapel
736,basketball,volleyball,hoops,soccer,softball,football,tennis,baseball,lacrosse,hoopsters,hockey
737,classical,contemporary,ragas,symphonic,jazz,kathak,shawm,baroque,mazurkas,serialist,raga
738,currency,currencies,greenback,dollar,euro,ruble,forex,rupee,dinar,peso,devaluation
739,satisfy,satisfies,satiate,fulfill,appease,sate,placate,gratify,fulfills,meet,cater
740,superior,inferior,unsurpassed,unmatched,exceptional,excellent,unbeatable,unparalleled,unequaled,unrivaled,unmatchable
741,try,trying,tried,tries,want,hoping,attempt,attempting,let,do,tyring
742,shall,must,hereby,henceforth,aforesaid,hereafter,should,doth,ought,will,hereunder
743,withdraw,withdrawing,withdrawn,withdrew,withdrawal,withdraws,rescind,withhold,withdrawals,abandon,reconsider
744,formal,formalized,formally,informal,formality,formalize,substantive,formalizing,definitive,informally,preliminary
745,impact,impacts,effect,effects,implications,ramifications,repercussions,affect,impacted,impacting,consequences
746,casual,dressy,casuals,afterwork,chic,retro,unstuffy,fashionable,trendy,stylish,flirty
747,credit,loan,loans,lending,mortgage,borrowers,lenders,liquidity,debt,refinance,nonrevolving
748,transaction,transactions,acquisition,merger,divesture,acquirer,divestiture,recapitalization,accretive,divestitures,acquisitions
749,habit,habits,addicted,penchant,addiction,knack,binge,habitual,compulsive,obsession,addictions
750,weight,weights,bodyweight,dieting,poundage,lbs,overexercising,diet,pounds,flab,girth
751,shift,shifts,shifting,change,shifted,switch,reorientation,changes,reversal,move,changing
752,governor,gubernatorial,governorship,legislature,governors,senator,guv,legislators,legislator,gov,congressman
753,lane,lanes,northbound,southbound,westbound,roadway,eastbound,carriageway,intersection,stoplight,freeway
754,fire,blaze,fires,flames,inferno,firefighters,grassfire,blazes,brushfire,wildfire,burnover
755,contain,contained,containing,contains,douse,constitute,ignite,quell,extinguish,suppress,involve
756,pay,paying,paid,pays,reimburse,payed,payment,repay,subsidize,owed,reimbursed
757,shirt,shirts,sweatshirt,jacket,jersey,sweater,tracksuit,blazer,undershirt,hoodie,pants
758,return,returning,returns,returned,rejoin,leave,depart,reclaim,back,arrive,surrender
759,clinic,clinics,hospital,doctor,outpatient,polyclinic,physician,outpatients,dispensary,doctors,gynecologist
760,prosecutor,prosecutors,prosector,attorney,prosecuting,prosecution,lawyer,magistrate,judge,investigator,torney
761,bread,butter,breads,loaf,flour,loaves,pasta,wholewheat,baguettes,baguette,flatbread
762,preference,preferences,preferred,distaste,aversion,predilection,desire,prefer,dislike,affinity,choice
763,helpful,useful,beneficial,invaluable,handy,informative,valuable,enlightening,unhelpful,advantageous,problematic
764,diagnosis,diagnoses,diagnosing,prognosis,diagnosed,misdiagnosis,diagnostic,biopsy,treatable,diagnose,misdiagnosed
765,no,whatsoever,any,there,nothing,definite,nobody,none,neither,not,hardly
766,construct,constructing,build,erect,constructed,renovate,demolish,refurbish,develop,install,built
767,wage,wages,salary,salaries,labor,unionisation,pensions,unionized,pensionable,remunerations,union
768,even,though,actually,if,anyway,perhaps,so,probably,but,maybe,indeed
769,like,really,weird,crazy,kind,maybe,anymore,definitely,sort,nicer,alright
770,bed,beds,couch,sofa,sleep,duvet,sleeping,bunk,pillow,mattress,cot
771,bow,bows,bowing,bowed,nocked,bowstring,forelock,sterns,fletching,nock,quiver
772,cream,creams,creme,cremes,lotion,moisturizer,creamy,glycolic,moisturizing,blusher,emollients
773,automatically,optionally,automatic,instantly,dynamically,manually,instantaneously,preset,predefined,notifies,logout
774,situation,predicament,situations,scenario,circumstances,circumstance,dilemma,predicaments,crisis,plight,quandary
775,stir,stirred,stirring,ruckus,stirs,incite,stoke,inflame,arouse,provoke,uproar
776,analyze,evaluate,analyzing,assess,examine,dissect,analyzed,visualize,reanalyze,collate,scrutinize
777,expert,experts,specialist,consultant,researcher,professor,guru,lecturer,scientist,specialists,scholar
778,component,element,components,aspect,ingredient,facet,factor,determinant,elements,part,integral
779,hint,hints,hinting,whiff,indication,inkling,tinge,hinted,clue,smidgen,tinges
780,prayer,prayers,pray,worship,devotions,praying,prayed,devotional,intercessory,thanksgiving,prayerful
781,aluminum,steel,alloy,titanium,stainless,metal,ferritic,fiberglass,extrusions,alloys,magnesium
782,mount,mounted,mounts,mounting,withstand,falter,repel,saddle,ratchet,remount,surmount
783,frustrate,stymie,unsettle,thwart,confound,befuddle,stifle,unnerve,fluster,hinder,embarrass
784,moderate,moderates,moderation,centrist,conservative,mild,moderately,moderating,liberal,progressive,centrists
785,govern,governing,governed,governs,regulate,enforce,legislate,governable,define,constrain,arrogate
786,compound,compounds,bicyclic,phosphonate,heterocyclic,guesthouse,organophosphorus,benzimidazole,glycoside,ferrocene,betulin
787,anything,nothing,anybody,something,anyone,not,everything,any,never,nobody,else
788,swing,swings,swinging,swung,bounce,tilt,swang,regrip,groove,backswing,overswing
789,pickup,pickups,truck,mhg,vehicle,van,sedan,car,freightliner,wheeler,tractor
790,truck,trucks,van,vehicle,tractor,car,forklift,freightliner,semitrailer,cab,pickup
791,generation,gen,generations,iteration,generational,kin,era,decade,technologies,revolutionary,incarnation
792,kind,sort,really,type,something,basically,definitely,thing,certainly,guess,what
793,sponsor,sponsors,sponsoring,sponsorship,sponsored,cosponsor,sponsorships,cosponsored,backer,funder,cosponsoring
794,competitive,competitively,completive,competition,compete,competitors,competitiveness,uncompetitive,competing,competitor,noncompetitive
795,engine,engines,gearbox,turbocharger,turbo,turbofan,turbos,powerplants,supercharger,carburetor,cylinder
796,streak,streaks,skid,winless,unbeaten,slump,consecutive,straight,drought,record,shutout
797,basement,upstairs,downstairs,attic,basements,subbasement,crawlspace,cellar,stairwell,closet,hallway
798,shame,disgrace,pity,shameful,embarrassment,travesty,sad,disgraceful,dishonor,shames,humiliation
799,experimental,experiment,experiments,experimentation,experimenters,experimentally,experimenting,observational,bioelectric,ultracentrifuge,prototype
800,last,earlier,ago,previous,first,after,next,past,this,later,during
801,list,lists,blacklist,listing,listed,checklist,names,litany,number,roster,compendium
802,implement,implementing,implemented,implementation,adopt,enforce,integrate,formulate,enact,deploy,comply
803,graduate,graduated,grad,graduating,gradate,graduates,grads,doctorate,diploma,postgraduate,alumnus
804,characteristic,trait,characteristics,hallmark,hallmarks,peculiarity,distinctive,traits,gregariousness,irrepressibility,inertness
805,motor,motors,automobile,motorcycles,automobiles,car,engine,outboards,motoring,motorcars,carburetion
806,outline,outlines,outlining,outlined,detailing,sketched,overview,formulate,blueprint,detailed,discuss
807,framework,frameworks,principles,template,mechanism,mechanisms,blueprint,parameters,context,principle,concertation
808,hello,hi,goodbye,howdy,goodnight,greeting,greet,hullo,hellos,bonjour,adios
809,army,military,soldiers,navy,armies,forces,battalions,troops,battalion,paratroop,colonel
810,revolutionary,revolution,revolutionaries,radical,pioneering,emancipatory,revolutionist,transformative,innovative,anticapitalist,revolutionized
811,flood,flooding,floods,deluge,flooded,inundation,floodwater,flashflood,storm,floodplain,dikes
812,tie,tied,tying,knotted,tieing,knotting,clinch,tiebreaker,deadlock,retie,ties
813,chief,officer,deputy,chairman,director,president,secretary,administrator,executive,commissioner,commander
814,alive,intact,afloat,surviving,dead,survive,awake,dying,survived,survives,buried
815,reluctant,hesitant,loath,unwilling,reticent,disinclined,willing,reluctance,inclined,refused,eager
816,juror,jurors,jury,defendant,juries,mistrial,forewoman,venire,judge,excusal,courtroom
817,crazy,mad,insane,weird,bonkers,ridiculous,stupid,crazier,freaky,freaking,wacky
818,surely,undoubtedly,doubtless,certainly,assuredly,perhaps,probably,indeed,doubtlessly,suppose,inevitably
819,cow,cows,pig,bovines,bovine,goat,cattle,sheep,goats,pigs,ewe
820,collar,collars,collared,cuffs,headstall,stirrup,halter,hopples,hatband,jacket,martingale
821,flower,floral,flowers,roses,orchid,tulip,peony,blooms,blossoms,chrysanthemum,anthurium
822,stable,stabile,stabilized,stability,steady,robust,healthy,unstable,steadier,stabilize,consistent
823,code,codes,coding,codebook,parser,syntax,bootloader,rules,decompiler,subroutine,laws
824,norm,commonplace,norms,prevalent,unheard,standard,vogue,rarity,accustomed,passe,rarer
825,regulator,regulators,watchdog,regulatory,regulating,regulates,watchdogs,deregulate,regulated,deregulates,deregulated
826,drive,drives,driving,drove,push,run,driven,pass,march,ride,blitz
827,target,targets,targeted,targeting,objective,achievable,bullseye,aim,aiming,sights,range
828,severely,badly,gravely,fatally,grievously,irreparably,grossly,greatly,horribly,mortally,savagely
829,rural,urban,nonrural,countryside,semirural,agrarian,hamlets,farming,rurally,towns,outlying
830,neck,ankles,necks,wrists,chest,forearm,thigh,leg,wrist,abdomen,forehead
831,recommend,recommended,recommending,recommends,consider,advise,propose,recommendation,consult,recommendations,urge
832,include,included,includes,consist,involve,including,encompass,comprise,pertain,entail,feature
833,bounce,bounces,bouncing,bounced,rebound,rebounded,bounceback,claw,swing,swings,tumble
834,toxic,poisonous,toxins,noxious,harmful,radioactive,hazardous,chemicals,toxin,contaminated,carcinogenic
835,sheer,immense,massiveness,intricacy,immensity,enormous,staggering,unexpectedness,ambitiousness,undeniable,relentlessness
836,obtain,obtaining,procure,obtained,provide,receive,obtains,attain,collect,arrange,secure
837,dock,docks,pier,pontoon,wharf,docking,jetty,marina,quay,gangway,boat
838,practice,practiced,practicing,practices,workouts,workout,drills,scrimmaging,practic,practive,scrimmages
839,knock,knocking,knocks,knocked,blow,rattle,hang,beat,rip,pull,whup
840,meaning,meanings,means,denotations,denote,mean,connotation,phrase,denotative,implies,word
841,load,loads,loading,loaded,workload,unload,unladen,burden,overloaded,unloaded,hauling
842,treatment,treatments,therapy,treating,therapies,rehabilitation,diagnosis,patients,treated,treat,chemotherapy
843,wheel,wheels,driver,axle,brake,fender,handlebars,rear,gearshift,pushrod,braking
844,disappointment,frustration,disappointments,dismay,unhappiness,elation,regret,disappointing,sadness,embarrassment,anguish
845,assess,evaluate,assessing,determine,analyze,examine,assesses,ascertain,evaluating,quantify,assessed
846,strict,stringent,stricter,strictest,restrictive,rigorous,rigid,adhere,stringently,adhered,strictly
847,prescription,prescriptions,medications,medication,pharmacy,pills,pharmacies,prescribing,pill,pharmacists,pharmacist
848,natural,manmade,unnatural,naturally,human,abundant,unrenewable,instinctive,karstic,acidifies,decomposers
849,announcement,announcements,announcing,decision,statement,pronouncement,announce,unveiling,departure,revelation,announced
850,beast,beasts,monster,creature,brute,beastie,demon,leviathan,beastly,behemoth,goliath
851,behavior,behaviors,misbehavior,habits,attitudes,behavioral,actions,antisocial,antics,behave,tendencies
852,willingness,unwillingness,eagerness,reluctance,willing,desire,inclination,disinclination,ability,refusal,keenness
853,suggestion,suggestions,assertion,notion,idea,insinuation,accusation,assertions,suggested,allegation,remark
854,straighten,straightened,straightening,straightens,fix,rectify,yank,wiggle,untangle,turn,loosen
855,declare,declared,declaring,proclaim,declares,declaration,proclaimed,designate,declarations,assert,certify
856,sort,kind,sorts,suppose,type,basically,really,weird,maybe,certainly,guess
857,kid,guy,kids,boy,dad,dude,schooler,teenager,fella,youngster,mom
858,tablespoon,tablespoons,tbsp,teaspoon,tsp,teaspoons,tablespoonfuls,tablespoonful,teaspoonful,saucepan,puree
859,couch,sofa,recliner,couches,settee,bed,sofas,pillow,porch,lounger,daybed
860,manage,managing,administrate,handle,managed,optimize,manages,automate,administer,configure,analyze
861,single,one,double,every,multi,triple,another,solo,each,singe,mult
862,lobby,lobbies,lobbying,lobbyists,foyer,lobbied,lobbyist,halls,rotunda,advocacy,atrium
863,directly,indirectly,direct,specifically,either,via,tangentially,personally,specific,negatively,particular
864,writer,columnist,writers,journalist,scribe,novelist,screenwriter,sportswriter,scriptwriter,reporter,editor
865,premise,conceit,notion,presupposition,supposition,assumption,notions,logic,theory,concept,idea
866,register,registering,registration,preregister,registered,registers,preregistered,registrants,reregister,preregistration,rsvp
867,kitchen,kitchens,bathroom,stove,dishwasher,downstairs,cooking,servery,fridge,refrigerator,scullery
868,worry,worried,fret,worries,fretting,worrying,fear,concerned,complain,concern,grumble
869,verdict,verdicts,ruling,acquittal,jury,judgment,conviction,decision,acquital,sentence,rulings
870,boundary,boundaries,demarcation,demarcations,fieldsman,gully,demarcates,borders,cartway,misfielded,demarking
871,beneath,underneath,beside,atop,fathomless,subterranean,hummocky,hummocks,lifelessly,below,rimed
872,growth,expansion,noninflationary,slowdown,deceleration,profitability,decelerating,grow,reaccelerate,revenue,decline
873,everywhere,wherever,everyplace,everything,all,everyone,always,everybody,practically,anyplace,nowadays
874,boy,girl,teenager,toddler,man,son,kid,youngster,stepfather,woman,boys
875,conversion,conversions,converting,converted,convert,unconverted,converts,reconversion,conv,redemption,completion
876,ecosystem,ecosystems,biosphere,habitat,ecosphere,ecological,habitats,ecologies,ecology,watersheds,biota
877,radio,radion,broadcasting,television,broadcast,broadcasts,broadcaster,airwaves,radios,listeners,airchecks
878,capital,liquidity,cash,liquidities,investment,capitalization,equity,financing,debt,funds,treasury
879,advantage,advantages,lead,edge,disadvantage,capitalize,exploit,capitalizing,opportunity,opportunities,cushion
880,exclude,excluded,excludes,excluding,preclude,omit,exclusion,disqualify,deprive,disallow,segregate
881,expertise,knowledge,knowhow,experience,acumen,expertize,competencies,capabilities,specialized,competence,extensive
882,prison,jail,penitentiary,sentence,imprisonment,imprisoned,sentenced,incarcerated,convicted,paroled,prisons
883,nomination,nominee,nominations,renomination,nominating,candidacy,nominees,nominated,renominated,reelection,reappointment
884,empire,empires,conglomerate,magnate,mogul,dynasty,fiefdom,baron,titan,tycoon,oligarchy
885,penalty,penalties,penality,penalized,punishment,penalities,rekick,offside,disallowed,equalized,fines
886,official,officials,spokesman,spokesperson,unofficial,aide,staffer,functionary,diplomat,representative,spokesmen
887,client,clients,customer,customers,clientele,attorneys,lawyer,lawyers,firm,transactional,reseller
888,increasing,decreasing,increased,diminishing,increase,reducing,growing,lessening,rising,expanding,escalating
889,spectrum,spectrums,airwaves,frequencies,waveband,airwave,continuum,bandwidths,gamut,backhaul,terrestrial
890,diary,diaries,diarist,jottings,journal,scrapbook,logbook,daybooks,jotter,memoirs,handwritten
891,margin,margins,percentage,decremental,quarter,margined,bps,trailing,differential,net,handily
892,captain,skipper,captains,captaining,captained,captaincy,skippering,coach,squad,captainship,teammate
893,doubt,doubts,doubting,doubted,wonder,illusions,question,hesitation,gainsaying,certainty,inkling
894,likely,unlikely,expected,may,inclined,probably,might,likeliest,could,likelier,conceivably
895,sovereignty,sovereign,nationhood,federalism,autonomy,sovereignties,constitutional,democratic,statehood,independence,democracy
896,really,obviously,definitely,think,pretty,just,kind,everybody,so,heck,certainly
897,interaction,interactions,interact,interacting,interacted,communication,interacts,collaboration,rapport,interactivity,dialogue
898,shoot,shooting,shoots,shot,shooters,shots,kill,shooter,throw,marksmen,dribble
899,flesh,gristle,fleshy,sinew,fleshly,entrails,viscera,sinews,fleshless,maggoty,veiny
900,think,know,guess,suppose,really,thought,obviously,maybe,probably,believe,definitely
901,leg,thigh,legs,ankle,shin,forearm,knee,collarbone,fibula,groin,pelvis
902,alley,alleyway,alleys,street,sidewalk,driveway,laneway,alleyways,stairwell,breezeway,streets
903,statue,statues,monument,sculpture,figurine,mural,obelisk,gravestone,tombstone,replica,tomb
904,select,choose,selecting,selects,selected,handpick,choosing,selection,chosen,designate,customize
905,consensus,consensuses,unanimity,compromise,expectation,ijma,accord,coalitions,framework,expectations,unity
906,personal,nonpersonal,own,individual,privacy,professional,bankbook,pecuniary,everyday,household,interpersonal
907,fierce,ferocious,intense,fiercest,fiercer,intensifying,fiercely,raging,spirited,feisty,relentless
908,trick,tricks,tactic,sleight,tricking,ploy,ploys,stratagem,magic,tricker,dupe
909,garage,garages,carport,attic,driveway,basement,house,bedroom,barn,car,outbuilding
910,detective,detectives,cop,gumshoe,investigator,police,lawman,sleuth,sergeant,patrolman,policewoman
911,rental,rentals,rent,rents,renting,renter,renters,rented,leasing,occupancy,rentable
912,book,tome,books,memoir,autobiography,memoirs,paperback,novels,hardback,cookbook,biography
913,slice,slices,chunk,pie,sliver,chunks,slicing,sliced,crustless,slivers,morsel
914,demonstrate,demonstrating,demonstrated,demonstrates,underscore,illustrate,underline,exemplify,recognize,validate,shown
915,outer,outermost,inner,innermost,circumferentially,encloses,septa,arcuate,encircling,circumstellar,plastron
916,experienced,experiencing,encountered,experience,witnessed,seasoned,endured,suffered,skilled,inexperienced,talented
917,listener,listeners,viewer,hearer,melody,listenable,aural,melodic,melodically,listening,melodist
918,pond,ponds,lake,creek,lagoon,river,brook,riverbank,marsh,swale,canal
919,curiosity,inquisitiveness,fascination,curiosities,wonderment,nosiness,passion,wanderlust,excitement,enthusiasm,curious
920,calm,calmed,calmness,calming,calmer,quiet,calms,levelheaded,unruffled,serenity,unflappable
